lng,lat,Mz,SRT,SK
117.796182,38.4519,5.77875,1.339882807,1.162522837
117.795976,38.406201,5.1104,1.749849805,1.553830548
117.85426,38.360791,4.589225,1.380534824,1.401176504
117.853711,38.406218,5.766375,1.742130695,1.705296509
117.853742,38.451559,6.193625,1.616828488,1.283625933
117.853712,38.49702,5.8586,1.313566154,1.237140147
117.91142,38.497003,6.531925,1.536792372,1.044888123
117.911652,38.451498,6.4978,1.410725048,1.13875074
117.91149,38.406316,4.853775,1.106748955,1.210359517
117.911613,38.360597,5.475075,1.683821174,1.77542418
117.969075,38.31539,4.3374,1.743476768,1.015157048
117.969358,38.358238,6.102625,1.479668243,1.332851089
117.969143,38.406221,5.9264,1.812852184,1.729326392
117.968983,38.451465,6.596625,1.295646985,1.103376872
117.968976,38.497124,5.7957,1.541212675,1.396987674
118.026874,38.497048,6.29865,1.672265134,1.274897811
118.026924,38.451487,4.39405,1.331357239,1.188191536
118.026865,38.406116,6.1672,1.623089388,1.379547677
118.026669,38.360776,6.27495,1.614435659,1.333500134
118.026881,38.315287,4.877225,1.389465293,1.628004974
118.026806,38.269834,4.421475,1.86048618,1.891434249
119.181294,38.497045,6.536725,1.540118104,1.010007148
119.239033,38.451492,5.620375,2.089936568,1.117569732
119.23899,38.496947,6.5659,1.339246874,0.912766526
