lng,lat,Mz,SRT,SK
118.4449,38.415198,5.9201,1.470668552,1.302695467
118.444927,38.387803,4.744075,0.758388024,-0.141134051
118.444845,38.360708,4.785,1.036213057,1.181223355
118.444728,38.33327,4.253725,0.711274296,0.790991835
118.444924,38.305889,5.0263,1.753858834,1.405816472
118.444974,38.278825,4.66645,1.076966526,1.269893832
118.444942,38.251643,3.905025,0.568587943,0.551529019
118.444913,38.22413,4.907125,1.70918818,1.839066337
118.444941,38.196777,3.553425,0.519959873,0.513043026
118.44502,38.169448,3.396475,0.666470235,0.771135922
118.479366,38.169361,4.18175,1.057575972,1.307560991
118.479294,38.196521,6.42355,1.520569103,1.343799068
118.479666,38.224107,4.1492,1.228602605,1.340012942
118.479639,38.251578,3.7307,0.635995291,-0.207702386
118.479648,38.278749,3.898225,0.613874457,0.367027447
118.479476,38.306032,4.300775,1.573589654,1.415097735
118.479618,38.333306,4.008475,0.658532971,0.366531504
118.479672,38.360558,4.0374,1.150679686,-0.903918645
118.479643,38.387834,5.87755,1.596126091,1.410350281
118.479589,38.415146,5.7312,1.612295432,1.481167245
118.479491,38.442284,6.031525,1.534093763,1.224098657
118.479481,38.469614,6.431275,1.477109297,1.097221903
118.479542,38.496862,6.932775,1.287431862,0.865612952
118.514276,38.496769,6.903075,1.355744461,0.889633474
118.514187,38.469559,6.530425,1.348332051,0.927574988
118.514259,38.442259,6.125975,1.629434043,1.211312557
118.514276,38.415149,5.459425,1.815414187,1.273761275
118.514376,38.387888,5.62135,1.521803758,1.40458366
118.514225,38.3606,5.436475,2.376221175,-0.818322879
118.514326,38.333174,4.13855,0.834043702,0.656121806
118.514232,38.305956,5.042925,1.570726725,1.691708712
118.514364,38.278719,3.976475,0.679721689,0.717660464
118.514421,38.251588,3.8189,0.716189772,0.702948317
118.51416,38.224056,4.442375,1.588849225,1.805195807
118.514192,38.196812,3.963075,1.157432091,1.415412122
118.548912,38.169405,4.237725,1.213378269,1.413133814
118.548776,38.19692,4.00445,1.310645909,1.337233511
118.5488,38.224106,3.904825,0.879789304,1.173243948
118.548631,38.251601,4.59315,1.304822048,1.573637787
118.548809,38.278622,3.725675,0.895304861,-0.592698658
118.548757,38.30589,3.829625,0.650747539,-0.422658105
118.548823,38.333254,4.2269,0.784038513,0.923518929
118.548798,38.360658,4.2083,0.927745175,-1.078793439
118.548762,38.387976,5.5839,1.54109889,1.353033676
118.548711,38.415201,6.358275,1.546262114,1.158429486
118.548768,38.442344,6.0424,1.628727184,1.135157382
118.548726,38.469627,6.86325,1.193036855,0.7597374
118.548861,38.496863,6.254575,1.946639173,-1.319061605
118.58359,38.496701,5.924525,1.923562067,-1.244892155
118.583614,38.469509,6.641375,1.342609627,0.98694084
118.583534,38.442425,6.323,1.561592456,1.179082269
118.583536,38.415201,6.364275,1.628670078,1.005654134
118.583518,38.38793,6.51275,1.676965246,1.006919311
118.583589,38.360584,5.078225,2.267717652,1.00822284
118.583367,38.333231,4.0373,0.609955908,0.327312529
118.583442,38.306053,4.592825,1.384732292,1.611980138
118.583553,38.278887,3.6393,0.677270633,-0.661850931
118.583525,38.251449,5.219575,1.465285576,1.592544566
118.583407,38.224034,4.450175,1.047785746,1.286325196
118.583553,38.197041,3.25755,2.93122082,1.064365023
118.618084,38.169543,3.1013,0.547894433,0.598939516
118.617948,38.196812,4.104075,1.096896027,1.359098312
118.618041,38.224211,5.5435,1.938016447,1.834037381
118.618244,38.251609,4.0276,0.671240076,0.566491441
118.618245,38.278808,3.793875,0.753599684,0.71141648
118.618129,38.305938,3.7372,0.539778807,0.323652379
118.618226,38.333115,4.350525,1.144042055,1.235938079
118.618173,38.360609,5.386125,1.762585454,1.565925572
118.618132,38.387979,6.6266,1.581319841,1.033922813
118.618185,38.415144,6.894225,1.328283347,0.673075517
118.618244,38.442332,6.4547,1.514793025,0.83866989
118.618102,38.4696,5.687125,2.304294194,-1.608117928
118.618279,38.496838,6.759975,1.3933684,0.985289869
118.652582,38.496771,6.920025,1.264156438,0.869590275
118.652644,38.469521,6.60435,1.321192105,0.930457839
118.652705,38.442336,5.488825,2.227102966,-1.313488254
118.652656,38.415256,5.838375,2.251200204,-1.658663239
118.65262,38.387976,4.911475,1.498132446,1.369754689
118.652695,38.3607,5.8669,1.590411705,1.399894687
118.652729,38.33313,6.30015,1.643417925,1.268416333
118.65271,38.305917,3.940575,0.651339903,0.551165845
118.652701,38.278636,4.749175,0.976101593,1.020920202
118.652735,38.251438,3.9635,0.857339052,0.446092823
118.652846,38.224138,4.35535,0.943531334,1.054208478
118.652848,38.197071,5.834225,1.295306392,1.144336304
118.687366,38.169429,4.370125,1.765083563,1.605547221
118.687428,38.196766,5.496175,1.495580278,1.132396756
118.687349,38.223899,3.241,0.995982681,0.833234724
118.687366,38.251426,5.516725,1.281930292,1.285053529
118.687475,38.278686,5.048525,1.591491541,1.643876135
118.687391,38.306024,4.023575,0.637696416,0.402038599
118.68734,38.33323,4.38295,0.937196243,0.961566107
118.687326,38.360828,4.971125,1.735523332,1.544726316
118.687332,38.415203,6.49895,1.547170449,1.034389373
118.687292,38.442259,6.989675,1.36948198,0.883687599
118.687409,38.469488,6.164425,1.996077884,-1.360237619
118.687305,38.496776,6.872425,1.399937363,0.89496701
118.722046,38.49672,6.60385,1.407849487,1.017986395
118.722046,38.469503,6.715375,1.34891201,0.929583958
118.72202,38.442288,6.423025,1.77008117,-1.012343281
118.722081,38.415131,6.39385,1.641453526,1.134903948
118.722121,38.387976,6.72645,1.401756183,0.910486082
118.72202,38.360714,5.605775,1.589213374,1.387589195
118.722004,38.333119,4.5126,0.663826965,0.647517804
118.722001,38.305841,3.7708,0.520761327,0.383445064
118.721964,38.278675,5.42895,1.597580795,1.584201149
118.721998,38.251426,4.62505,1.321116951,1.419610928
118.722152,38.224113,4.296875,1.32809647,1.454169581
118.721825,38.196645,6.22335,1.13634382,1.076208614
118.756401,38.17884,6.91355,1.404457688,1.223714698
118.756559,38.196884,6.038425,1.486602173,0.926086507
118.756491,38.224177,3.261225,0.673321245,0.547716944
118.756629,38.251426,3.538175,0.683203973,0.305745408
118.756591,38.278861,5.49105,1.648512935,1.546924205
118.75666,38.305984,4.391525,1.084790613,1.144995396
118.756424,38.333144,6.2011,2.372692835,-1.838156719
118.756611,38.360586,5.6561,1.615702723,1.550110739
118.756534,38.387947,7.03595,1.57564117,-0.842041733
118.756556,38.415005,6.5394,1.417611597,0.841053014
118.756573,38.442266,6.60375,1.409316656,0.975224591
118.756546,38.46956,6.791875,1.286762987,0.807502447
118.756498,38.496766,6.5956,1.656724371,0.607130069
118.791239,38.496688,6.7322,1.418562885,0.899230103
118.791215,38.469576,5.50275,2.202034273,-1.453157999
118.791163,38.442381,7.1298,1.379144467,0.814831358
118.791298,38.415031,5.9008,2.128511066,-1.410595308
118.791214,38.387784,6.0189,1.856772816,-0.76679784
118.791171,38.360709,5.36225,1.883925407,1.314779901
118.791267,38.333279,4.036525,0.494169429,0.371567065
118.791249,38.305992,5.81325,1.481924235,1.304576523
118.791211,38.278701,6.019575,1.595914102,1.509518336
118.791261,38.251426,3.834925,0.70276258,0.403379337
118.791261,38.224112,3.670975,0.709836284,-0.29233225
118.791373,38.196656,4.168825,1.471197852,1.51985589
118.802757,38.173278,3.38605,0.827777384,1.091877851
118.825769,38.169458,3.348,0.844686924,1.111562873
118.825679,38.19662,5.24105,1.818971522,1.63548641
118.825893,38.224112,3.948225,0.797406326,-0.070958983
118.82587,38.251459,5.472925,1.617337146,1.594259136
118.825866,38.278881,5.97515,1.653317113,1.369460369
118.82595,38.306101,5.12455,1.664188931,1.631135948
118.825867,38.333117,5.484475,2.098418208,1.138943532
118.826002,38.360731,5.35895,1.945990724,0.935555458
118.82599,38.387893,6.51325,1.441435721,0.805308434
118.825987,38.415061,6.3692,1.774427051,0.377431746
118.825986,38.442281,6.38605,1.239128887,0.856522225
118.826008,38.46961,5.74185,2.232816848,-1.576146705
118.825947,38.496727,6.227875,1.69696729,0.859459117
118.860426,38.496831,6.718225,1.485026212,1.047449829
118.860396,38.469622,7.0843,1.348747015,0.885217866
118.860426,38.442264,6.63995,1.206369138,0.578678636
118.860461,38.415057,6.4405,1.513571026,1.027202736
118.860463,38.387875,6.3692,1.774427051,0.377431746
118.860399,38.36066,5.78765,1.643671949,1.489048696
118.860533,38.33325,5.62725,1.627746122,1.45344107
118.860472,38.305934,4.604375,1.089291448,1.169081536
118.860464,38.278749,5.721575,1.700593138,1.527361559
118.86045,38.25145,5.1386,1.10374478,1.146900673
118.860524,38.224112,3.8709,0.766458212,-0.613915904
118.860281,38.19669,3.580875,1.505796047,1.217113698
118.860651,38.169348,4.268075,1.672594779,0.859938129
118.895314,38.142123,4.242975,1.305818957,1.439951887
118.89485,38.169396,3.391125,0.776761697,0.731326257
118.895155,38.196788,4.17425,0.69505355,0.520724273
118.895155,38.224112,4.2661,0.573544497,0.374468599
118.895198,38.251446,4.8814,0.955024366,1.129338105
118.895177,38.278806,4.643475,1.211234876,1.395384554
118.895176,38.306106,5.17705,1.61834508,1.622747034
118.895174,38.333189,5.88135,1.583405247,1.33778545
118.895223,38.360734,6.248675,1.727515773,1.216811215
118.895143,38.387821,6.497325,1.476615334,0.917623187
118.895047,38.415031,6.39525,1.68051404,0.78551791
118.895199,38.442272,5.99865,2.133435768,-1.591617925
118.895228,38.469609,5.825175,2.475040145,-1.991169274
118.895109,38.496817,5.667925,2.506304789,-1.796451176
118.929806,38.496783,6.831825,1.346947352,0.946079177
118.929896,38.469675,6.506675,1.381129228,0.953081413
118.929838,38.44238,6.526275,1.394084691,0.919728882
118.929839,38.415043,6.59545,1.532792157,-1.277390424
118.929818,38.387873,6.49885,1.91360881,-1.327372049
118.929942,38.360575,6.258,1.706120893,1.318781242
118.929899,38.333254,6.863025,1.470981934,1.039475314
118.929827,38.306053,5.86165,1.794473259,1.472122131
118.929891,38.278809,4.797225,0.849121487,0.632286287
118.929751,38.251394,6.980975,1.520933282,1.099195398
118.929824,38.224011,6.1714,1.42991155,1.207997275
118.929802,38.196825,6.5026,1.830343066,-1.451486038
118.929979,38.169671,6.696625,1.48322743,1.057450243
118.929621,38.141902,4.476925,1.595307194,1.667686989
118.929552,38.114469,4.6388,1.482783551,1.665746284
118.96997,38.060679,3.5256,0.681950981,0.603294628
118.964503,38.087317,3.626125,0.799088534,1.004315592
118.964236,38.114568,4.16445,1.324016124,1.503318131
118.964362,38.141998,7.710275,1.2451343,0.855694809
118.964248,38.169519,6.1182,1.488792719,1.25805889
118.964359,38.196837,4.495625,1.154943011,1.291709447
118.964299,38.224139,5.172175,1.409700596,1.471285331
118.964176,38.251644,5.05225,1.655719613,1.41152273
118.964399,38.278833,5.38025,1.395048364,1.428280279
118.964192,38.306038,6.632,1.505888774,1.155152479
118.964248,38.33316,6.1606,2.335376338,-1.864133815
118.964334,38.360833,6.065025,1.541130835,1.30272934
118.964411,38.387834,6.8519,1.473716862,0.996033978
118.964353,38.41506,6.437775,1.812447392,-1.073159664
118.964271,38.442366,6.647275,1.340437456,0.856282429
118.964382,38.469654,6.729875,1.272048539,0.762165167
118.964483,38.496816,6.4092,1.879958207,-1.324454541
118.998955,38.496771,6.847175,1.476141768,1.016857655
118.998979,38.469621,6.118375,1.677401222,-1.031105181
118.999073,38.442382,6.315925,1.647950665,-1.079593113
118.998922,38.415115,6.47375,1.780017117,-0.743356598
118.998954,38.38781,6.43715,1.458325196,1.006618611
118.998911,38.360742,5.131475,1.64024444,1.420602982
118.999145,38.333124,6.664125,1.564676639,1.015451132
118.998989,38.306038,6.079525,2.187878716,-1.469528849
118.998966,38.278837,6.814425,1.4721411,1.059599802
118.999076,38.251553,4.962625,1.096404628,1.209100579
118.998943,38.22402,6.154925,1.69029901,1.317017898
118.99901,38.196859,4.6526,1.467276641,1.561641027
118.999039,38.169641,4.074825,1.679851547,1.569416384
118.999073,38.142004,4.736675,1.109593369,1.328528397
118.999125,38.087424,5.709475,1.736446148,1.442150044
118.999093,38.060036,5.78175,1.584106037,1.43681782
118.998764,38.032899,6.169275,1.312834138,1.067446289
119.045195,37.977703,5.7341,2.71833767,-1.62586129
119.033633,38.005347,4.95105,2.396328733,1.259318191
119.033681,38.033721,4.81105,1.603043324,1.70491178
119.03405,38.060004,5.99065,1.738231883,1.522516134
119.033801,38.087272,4.824,1.571245207,1.645425983
119.033619,38.114798,4.490525,0.610510216,0.666286454
119.033659,38.142131,4.7732,1.317407211,1.484471073
119.033786,38.169464,4.15405,0.620720225,0.158453825
119.033632,38.196853,5.255875,1.74392961,1.448290907
119.033694,38.224109,5.27295,1.302847189,1.368538291
119.033663,38.251449,6.4823,1.403107875,0.986583965
119.033641,38.278669,5.245075,1.745924037,-0.834002204
119.033629,38.305976,7.4428,1.358157082,0.530103479
119.033739,38.333173,5.462375,2.64631288,-1.667787072
119.033631,38.360561,5.7029,1.562472109,1.340229016
119.033654,38.387904,6.0438,2.121392599,-1.548084166
119.033682,38.415085,6.713075,1.532391609,0.834463769
119.033663,38.442293,6.689175,1.231158121,-0.650712783
119.033818,38.469609,5.62445,2.190978594,-1.324737337
119.03378,38.496814,6.628525,1.420719474,0.892274503
119.068274,38.496841,6.251175,2.010335449,-1.184197383
119.068393,38.469584,6.187275,1.956061879,-1.267124992
119.068094,38.44238,6.87975,1.115101985,0.469648251
119.068128,38.415031,5.81115,1.634360939,1.041993363
119.068233,38.387865,6.5888,1.465708723,1.070017481
119.068301,38.360586,6.824025,1.33801917,0.775192073
119.068146,38.333123,6.51355,1.508585065,1.194315177
119.068144,38.306043,6.32405,1.832912054,-0.693397865
119.068275,38.278642,5.8368,1.563546693,1.280177002
119.068204,38.25142,5.942425,1.534425013,1.266469335
119.06816,38.224056,6.51775,1.398958519,0.904551574
119.068131,38.196724,4.842725,1.844536412,1.271867598
119.068283,38.169715,4.2329,0.952750014,1.125560575
119.068066,38.142133,6.269075,1.864376208,-0.950072711
119.068157,38.114926,4.046125,0.901462692,1.083488099
119.068234,38.087252,6.550925,1.668133431,1.096906542
119.068232,38.060152,5.269975,1.576983196,1.518463915
119.068183,38.032607,5.889025,1.539321133,1.337516692
119.067863,38.005497,5.839775,2.102487324,-0.340685224
119.068338,37.977888,6.23705,1.502808137,1.33186233
119.068187,37.95041,5.558675,1.729416735,1.756752253
119.102981,37.950304,3.5429,0.945110888,-0.90911738
119.102989,37.977891,5.456525,1.616186847,1.740367091
119.102844,38.005108,5.398175,1.530925102,1.51091354
119.102885,38.03261,6.84605,1.395089387,0.966015002
119.102884,38.060133,4.804325,0.994251625,1.085981433
119.102949,38.087426,5.754475,1.641898284,1.156207813
119.102866,38.114848,5.376875,1.670745413,1.478396842
119.102974,38.142136,4.771225,1.147916373,1.278833054
119.102981,38.169471,6.70565,1.57227004,1.010100189
119.10285,38.196837,5.076675,1.144796246,1.289778722
119.102898,38.224088,4.80115,2.086323603,0.924408165
119.102949,38.251421,5.9383,2.345206411,-1.640837547
119.102811,38.278669,6.2849,2.234478572,-2.006492324
119.102882,38.306043,5.187225,2.303659436,-0.559814853
119.103007,38.333159,6.612575,1.466433384,1.089921197
119.102937,38.360647,6.825425,1.300263846,0.955621814
119.102809,38.387866,6.85205,1.769717011,-1.535954955
119.102951,38.415071,6.430325,1.566619097,1.028003065
119.102867,38.442338,6.349025,1.418095219,0.725372887
119.102982,38.469557,5.647925,2.023263007,-0.587022109
119.103008,38.496866,5.917475,2.27645879,-1.942644336
119.13761,38.496841,5.940725,1.989544288,-1.2425992
119.13762,38.469602,6.5827,1.635882242,-0.742407238
119.137578,38.442232,5.5373,2.359437689,-1.532449804
119.137618,38.415028,6.418525,1.591123604,0.850585863
119.137675,38.387839,6.647175,1.205000838,0.364699348
119.137632,38.360641,5.916275,1.802797167,-0.80347621
119.137716,38.333228,6.50565,1.571223433,1.215510273
119.137557,38.305909,6.510625,1.463783491,1.127646926
119.137548,38.278714,6.64895,1.416911747,1.091227549
119.137763,38.251598,6.176925,1.406079672,1.109309091
119.137698,38.223939,6.5714,1.369644859,1.107163118
119.13755,38.196705,5.627475,1.444043844,1.4353175
119.137604,38.16947,5.918125,1.581758194,1.447227527
119.13753,38.142087,4.6946,1.163714243,1.327897317
119.137643,38.114828,5.367975,1.819497018,1.498732768
119.137603,38.087331,5.2689,1.59568333,1.318525727
119.137575,38.060093,5.876225,1.475073642,1.274877413
119.137556,38.03267,4.576025,1.049015109,1.156284929
119.137604,38.005104,5.963325,1.545422254,1.271512146
119.13773,37.977984,4.6858,1.274795419,1.497511636
119.137611,37.950534,5.647,1.657027761,1.591904725
119.172051,37.950331,4.4838,1.164125234,1.417502552
119.172145,37.977826,6.68035,1.456661037,0.954666
119.172117,38.005059,5.18155,2.647586561,-0.492291155
119.172087,38.032756,4.079025,0.655146968,-0.239941708
119.172159,38.060057,5.402975,1.760759396,1.586276485
119.172118,38.087349,3.96765,0.720097894,0.473840163
119.17206,38.114894,4.2487,0.940789993,0.826734319
119.171988,38.142149,6.3449,1.61458787,0.882264066
119.171966,38.169645,5.966925,1.362816402,1.247999262
119.171979,38.196704,5.09155,1.146475511,1.171824977
119.172189,38.224063,5.826075,1.651026225,1.302609688
119.172157,38.251454,6.4182,1.813731309,-1.09939789
119.172137,38.278698,6.672475,1.479063006,0.857553714
119.172159,38.305949,6.495425,1.687169692,0.960157249
119.17205,38.333234,6.26255,1.650467357,0.623068312
119.172039,38.36062,6.6767,1.481916701,1.000410332
119.172112,38.387887,6.408275,1.386560141,0.937041025
119.172146,38.415054,6.641325,1.517230946,1.039231709
119.172152,38.44242,5.931825,2.035623902,-1.455160402
119.172148,38.469662,6.01215,2.043331196,-1.420578985
119.206874,38.442366,6.59315,1.491223685,0.977333508
119.206864,38.415004,6.39335,1.974807149,-1.133402087
119.206716,38.387961,5.396575,2.462220191,-1.239171668
119.20672,38.36066,6.305375,1.646233158,0.384332443
119.206769,38.333292,6.773675,1.517226745,1.057387709
119.206897,38.306038,6.4874,1.652113416,1.056283109
119.206771,38.278814,6.918175,1.439532796,0.735325751
119.206871,38.251471,5.78895,2.03066686,-1.007645671
119.206827,38.223924,6.573025,1.455611504,1.014664441
119.206885,38.196842,5.363,1.262351377,1.254835292
119.206858,38.169648,5.481025,1.495728067,1.356942795
119.206871,38.14207,3.513975,2.628700668,-1.805583856
119.206868,38.11482,5.598175,1.120825218,1.014762866
119.206766,38.087425,5.103075,0.937910201,0.888890281
119.20677,38.060035,5.737725,1.580834218,1.513398649
119.206839,38.032608,4.6078,1.422859501,1.471532434
119.206881,38.00522,5.7788,1.409439804,1.293921347
119.206699,37.977841,4.35895,0.683286102,0.495407991
119.206879,37.950366,5.35205,1.473155049,1.613229505
119.241492,37.95049,4.82,1.036948649,1.143142157
119.241466,37.977827,4.8125,1.509712307,1.459301579
119.241419,38.005253,4.948925,1.213189534,1.340264595
119.24147,38.032624,5.017575,1.343057564,1.480257434
119.241606,38.060223,6.00085,1.446318353,1.224715199
119.241496,38.087393,5.902425,2.030573594,-0.75097554
119.241556,38.114891,4.4806,0.951787077,1.139910793
119.241587,38.142053,6.5563,1.761350422,-1.23539789
119.241492,38.169589,4.699725,0.992098747,0.889152327
119.241487,38.196853,4.895175,0.820852739,0.866414995
119.241504,38.224081,4.836425,3.272196238,-2.744626777
119.241493,38.251516,6.120025,1.516193919,1.016640131
119.241503,38.27876,6.436175,1.45512074,1.000437267
119.241533,38.306045,6.371225,1.439432874,0.673885508
119.241505,38.333293,5.940275,2.052521723,-1.137730498
119.241533,38.360643,6.290975,1.567369149,0.910933048
119.241496,38.387987,6.775375,1.487474742,0.966154009
119.241523,38.415162,6.8469,1.457621484,0.693649922
119.276087,38.387849,6.48415,1.696610231,0.962173186
119.276045,38.360613,6.6293,1.418139277,0.868200462
119.276065,38.333246,6.3567,1.385934742,0.891568428
119.27607,38.306047,6.2871,1.435748442,1.052309991
119.276064,38.251463,4.92695,2.382916007,-0.889288503
119.276062,38.224086,6.511075,1.443546793,1.001515087
119.276062,38.196731,5.982375,1.884277543,-1.080519995
119.276034,38.1697,6.04505,1.31371439,1.229743945
119.275894,38.142027,5.065575,1.770257727,-1.023283482
119.276168,38.114849,6.05895,1.640784842,0.826572809
119.275989,38.087309,4.704725,0.915880819,0.951295628
119.275894,38.060091,6.311425,1.431084194,1.168560962
119.275954,38.032704,4.806225,0.807705856,0.828105699
119.276042,38.005054,4.736275,0.83146655,0.78871569
119.276023,37.97795,5.008175,1.239529414,1.30869831
119.275858,37.950545,4.98345,1.356784286,1.472306605
117.740739,38.452224,5.75625,1.473825274,0.973835127
117.738322,38.496959,5.9511,1.907081223,-0.845627326
117.795954,38.496968,5.736,1.263340413,1.101732384
